eventid,venueid,catid,dateid,eventname,starttime
5002,122,9,1830,English Beat,1/4/08 19:30
5003,93,9,2163,Mark Knopfler,12/3/08 19:30
5004,20,9,2020,Charlie Daniels Band,7/13/08 14:00
5005,122,9,2154,Rock The Bayou,11/24/08 19:30
5006,19,9,1828,Chaka Khan,1/2/08 19:00
5007,73,9,2108,Medeski Martin and Wood,10/9/08 15:00
5008,118,9,1922,Kiss,4/6/08 19:00
5009,55,9,2036,George Jones,7/29/08 19:30
5010,100,9,1930,Journey,4/14/08 15:00
5011,58,9,1862,.38 Special,2/5/08 14:00
5012,111,9,2146,At The Gates,11/16/08 14:00
5013,1,9,2110,Celtic Thunder,10/11/08 19:00
5014,45,9,2054,Counting Crows,8/16/08 19:00
5015,86,9,2076,Calibash,9/7/08 14:00
5016,16,9,1862,Nashville Star,2/5/08 14:00
5017,76,9,1957,3 Doors Down,5/1/08 19:30
5018,32,9,2143,Conor Oberst,11/13/08 14:00
5019,47,9,2039,Allman Brothers Band,8/1/08 19:00
5020,115,9,2069,Herbie Hancock,8/31/08 19:00
5021,79,9,2133,David Sanborn,11/3/08 19:30
5022,61,9,1920,Counting Crows and Maroon 5,4/4/08 15:00
5023,83,9,1968,Blake Shelton,5/1/08 14:00
5024,92,9,2077,Paramore,9/8/08 15:00
5025,114,9,1996,Weird Al Yankovic,6/19/08 14:00
5026,23,9,1903,Seal,3/18/08 15:00
5027,15,9,1933,Vanessa Hudgens,4/17/08 14:00
5028,63,9,1831,Madonna,1/5/08 19:00
5029,100,9,2051,Vans Warped Tour,8/13/08 14:00
5030,4,9,2102,Bob Dylan,10/3/08 19:30
5031,105,9,2073,Danny Nova,9/4/08 15:00
5032,10,9,2109,Rock To Win At the DNC,10/10/08 15:00
5033,18,9,2034,Eddie Money,7/27/08 14:00
5034,118,9,1891,Dickey Betts and Great Southern,3/6/08 19:00
5035,50,9,2097,Foghat,9/28/08 19:30
5036,33,9,2074,Joanna Newsom,9/5/08 14:00
5037,67,9,1951,Keb Mo,5/1/08 15:00
5038,23,9,2128,Matchbox Twenty,10/29/08 19:00
5039,95,9,2013,Jim Brickman,7/6/08 19:00
5040,11,9,1917,War,4/1/08 15:00
5041,104,9,1938,Huey Lewis and the News,4/22/08 19:30
5042,60,9,1836,Michael Buble,1/10/08 19:00
5043,6,9,1894,Alicia Keys,3/9/08 19:30
5044,24,9,1932,Tom Petty and the Heartbreakers,4/16/08 14:00
5045,35,9,1989,Sweet Honey in the Rock,6/12/08 19:30
5046,74,9,2001,Celtic Thunder,6/24/08 15:00
5047,28,9,1994,Travis Tritt,6/17/08 14:00
5048,8,9,1996,Demi Lovato,6/19/08 19:30
5049,15,9,2046,Billy Joel,8/8/08 19:00
5050,68,9,1933,Arlo Guthrie,4/17/08 14:00
5051,83,9,2086,Robert Cray Band,9/17/08 19:30
5052,109,9,2037,Temptations,7/30/08 14:00
5053,100,9,2144,Def Leppard,11/14/08 19:30
5054,130,9,2055,Snoop Dogg,8/17/08 19:00
5055,3,9,2035,Sweet Honey in the Rock,7/28/08 15:00
5056,32,9,1832,My Bloody Valentine,1/6/08 15:00
5057,35,9,2047,Little Big Town,8/9/08 19:00
5058,33,9,2167,George Michael,12/7/08 19:00
5059,94,9,2119,Duran Duran,10/20/08 19:30
5060,117,9,1895,Styx,3/10/08 19:30
5061,120,9,2177,Madonna,12/17/08 14:00
5062,66,9,1952,Black Crowes,5/1/08 19:00
5063,56,9,1910,Gordon Lightfoot,3/25/08 19:30
5064,20,9,2077,Rusted Root,9/8/08 19:00
5065,113,9,1879,The Police,2/22/08 14:00
5066,17,9,1967,Poison,5/1/08 14:00
5067,95,9,1865,Dolly Parton,2/8/08 19:00
5068,77,9,1859,George Michael,2/2/08 14:00
5069,69,9,1834,Smashing Pumpkins,1/8/08 19:30
5070,70,9,2185,.38 Special,12/25/08 15:00
5071,75,9,1850,Bette Midler,1/24/08 19:30
5072,45,9,1983,Matchbox Twenty,6/6/08 19:00
5073,117,9,2076,Mark Knopfler,9/7/08 14:00
5074,103,9,1968,Rush,5/1/08 15:00
5075,33,9,2023,Southside Johnny & the Asbury Jukes,7/16/08 19:00
5076,28,9,2076,Wisin y Yandel,9/7/08 15:00
5077,18,9,1923,Insane Clown Posse,4/7/08 15:00
5078,54,9,1895,Ryan Adams,3/10/08 19:30
5079,123,9,1996,Jamboree in the Hills,6/19/08 14:00
5080,53,9,1848,Erykah Badu,1/22/08 19:30
5081,51,9,1845,War,1/19/08 19:00
5082,122,9,2122,Jamboree in the Hills,10/23/08 19:00
5083,104,9,2161,Isaac Hayes,12/1/08 15:00
5084,100,9,1853,Mariah Carey,1/27/08 19:00
5085,89,9,1930,Barenaked Ladies,4/14/08 19:00
5086,77,9,2007,Reba McEntire,6/30/08 14:00
5087,15,9,1945,Melissa Etheridge,4/29/08 14:00
5088,77,9,2043,Nick Cave,8/5/08 19:00
5089,15,9,2064,Tom Petty and the Heartbreakers,8/26/08 19:00
5090,16,9,1887,Taylor Swift,3/2/08 15:00
5091,77,9,2021,Engelbert Humperdinck,7/14/08 14:00
5092,58,9,1879,Live,2/22/08 15:00
5093,82,9,2102,Boston,10/3/08 15:00
5094,70,9,1961,Ryan Adams,5/1/08 19:30
5095,45,9,1970,Britney Spears,5/1/08 14:00
5096,99,9,1940,Backstreet Boys,4/24/08 14:00
5097,98,9,1863,Sigur Ros,2/6/08 19:00
5098,107,9,1908,Bootsy Collins,3/23/08 19:00
5099,33,9,2191,Cute Is What We Aim For,12/31/08 19:00
5100,120,9,1968,Counting Crows and Maroon 5,5/1/08 19:00
5101,1,9,1927,Hot Tuna,4/11/08 14:00
5102,7,9,2172,Natalie Cole,12/12/08 14:00
5103,120,9,2131,Vince Gill,11/1/08 15:00
5104,34,9,2124,Toby Keith,10/25/08 14:00
5105,110,9,2075,Rock To Win At the DNC,9/6/08 15:00
5106,7,9,1882,Hall and Oates,2/25/08 19:30
5107,16,9,1945,Bette Midler,4/29/08 15:00
5108,71,9,1874,Bon Jovi,2/17/08 19:00
5109,19,9,2186,Michael Buble,12/26/08 19:30
5110,71,9,1863,Nofx,2/6/08 19:30
5111,46,9,1876,Sara Evans,2/19/08 19:00
5112,80,9,1843,Michael Buble,1/17/08 19:30
5113,71,9,2059,Lynyrd Skynyrd,8/21/08 19:00
5114,39,9,1993,Charlie Daniels Band,6/16/08 15:00
5115,42,9,2076,Barenaked Ladies,9/7/08 19:00
5116,38,9,1960,Bootsy Collins,5/1/08 19:30
5117,1,9,1959,Cute Is What We Aim For,5/1/08 19:00
5118,10,9,1902,Zappa Plays Zappa,3/17/08 19:30
5119,117,9,2004,Kool and The Gang,6/27/08 19:00
5120,80,9,2010,Radiohead,7/3/08 15:00
5121,10,9,2086,Hermans Hermits,9/17/08 19:00
5122,86,9,2068,Ryan Adams,8/30/08 15:00
5123,36,9,1924,Dolly Parton,4/8/08 14:00
5124,36,9,2067,Lonestar,8/29/08 19:30
5125,62,9,1892,The Rowdy Frynds Tour,3/7/08 19:30
5126,27,9,1919,Joan Baez,4/3/08 14:00
5127,99,9,1915,Eddie Vedder,3/30/08 15:00
5128,61,9,2071,Killers,9/2/08 14:00
5129,127,9,2012,Bette Midler,7/5/08 15:00
5130,9,9,2045,Ryan Adams,8/7/08 19:30
5131,60,9,1947,LeAnn Rimes,5/1/08 14:00
5132,51,9,2045,Ringo Starr,8/7/08 19:30
5133,112,9,2133,Sound Tribe Sector 9,11/3/08 19:00
5134,55,9,2082,Bobby Brown,9/13/08 19:00
5135,100,9,2014,Coheed and Cambria,7/7/08 19:30
5136,36,9,1929,Lonestar,4/13/08 14:00
5137,15,9,1950,Arlo Guthrie,5/1/08 19:30
5138,44,9,2015,Judas Priest,7/8/08 19:00
5139,126,9,1926,Sarah Brightman,4/10/08 19:30
5140,97,9,1935,Stray Cats,4/19/08 19:00
5141,85,9,2002,Ray Lamontagne,6/25/08 19:30
5142,127,9,1979,Jonas Brothers,6/2/08 15:00
5143,65,9,1942,Dropkick Murphys,4/26/08 19:00
5144,1,9,1937,Ana Gabriel,4/21/08 14:00
5145,105,9,2188,Snoop Dogg,12/28/08 14:00
5146,98,9,1979,Janet Jackson,6/2/08 14:00
5147,47,9,1896,Jason Mraz,3/11/08 19:30
5148,51,9,2132,Joe Satriani,11/2/08 14:00
5149,84,9,1995,Foghat,6/18/08 14:00
5150,75,9,2072,Earth Wind and Fire,9/3/08 15:00
5151,45,9,2112,John Hiatt,10/13/08 15:00
5152,16,9,1858,My Bloody Valentine,2/1/08 19:00
5153,67,9,1919,Old 97s,4/3/08 19:30
5154,86,9,1945,Ted Nugent,4/29/08 14:00
5155,48,9,2175,George Clinton,12/15/08 15:00
5156,64,9,1834,Oliver Dragojevic,1/8/08 15:00
5157,76,9,1879,Janet Jackson,2/22/08 15:00
5158,119,9,2126,Michael Bolton,10/27/08 19:00
5159,122,9,2093,Sara Evans,9/24/08 19:30
5160,88,9,2161,Conor Oberst,12/1/08 14:00
5161,20,9,1933,Eddie Vedder,4/17/08 15:00
5162,82,9,1932,Led Zeppelin,4/16/08 15:00
5163,18,9,1958,The Rowdy Frynds Tour,5/1/08 15:00
5164,71,9,2088,Enrique Iglesias,9/19/08 15:00
5165,90,9,1930,Kansas,4/14/08 19:00
5166,3,9,2101,Tony Bennett,10/2/08 19:00
5167,126,9,1968,Taylor Swift,5/1/08 19:00
5168,1,9,2157,Jonny Lang,11/27/08 14:00
5169,41,9,1854,Rock The Bayou,1/28/08 19:00
5170,65,9,2118,Tailgate 2008,10/19/08 14:00
5171,100,9,2082,Dixie Chicks,9/13/08 19:00
5172,117,9,1995,Ana Gabriel,6/18/08 19:00
5173,121,9,1839,Michael McDonald,1/13/08 15:00
5174,100,9,1973,Bette Midler,5/1/08 19:00
5175,32,9,2089,Temptations,9/20/08 15:00
5176,80,9,2094,Blue Man Group How To Be A Megastar Tour,9/25/08 19:00
5177,6,9,2131,Nashville Star,11/1/08 14:00
5178,39,9,2006,Demi Lovato,6/29/08 15:00
5179,90,9,2045,Daughtry,8/7/08 15:00
5180,106,9,2008,Spoon,7/1/08 14:00
5181,113,9,2179,Iron and Wine,12/19/08 15:00
5182,122,9,2093,Motorhead,9/24/08 19:30
5183,102,9,2061,Motley Crue,8/23/08 15:00
5184,78,9,2071,Joanna Newsom,9/2/08 19:00
5185,22,9,1980,Good Charlotte,6/3/08 19:30
5186,71,9,2159,Insane Clown Posse,11/29/08 14:00
5187,115,9,2165,Oasis,12/5/08 19:30
5188,109,9,2137,Red Hot Chili Peppers,11/7/08 15:00
5189,128,9,2187,Sammy Hagar,12/27/08 19:30
5190,34,9,1907,Greg Kihn Band,3/22/08 19:30
5191,55,9,2157,Eva Ayllon,11/27/08 14:00
5192,65,9,1960,Bob Dylan,5/1/08 19:00
5193,77,9,1875,John Mellencamp,2/18/08 19:00
5194,42,9,1945,Bad Company,4/29/08 15:00
5195,108,9,1846,Eddie Vedder,1/20/08 14:00
5196,123,9,1919,Scorpions,4/3/08 15:00
5197,40,9,1965,Cher,5/1/08 14:00
5198,18,9,2128,Buckcherry,10/29/08 19:30
5199,36,9,2061,Rolling Stones,8/23/08 19:00
5200,101,9,1944,Herbie Hancock,4/28/08 14:00
5201,9,9,2073,George Clinton,9/4/08 19:30
5202,52,9,2051,Jim Brickman,8/13/08 19:00
5203,12,9,2024,Nick Cave,7/17/08 19:00
5204,116,9,1923,Alejandro Fernandez,4/7/08 14:00
5205,124,9,2110,Feist,10/11/08 15:00
5206,48,9,2049,Monsters of Rock,8/11/08 19:30
5207,37,9,1983,Projekt Revolution,6/6/08 19:30
5208,76,9,1960,Michael McDonald,5/1/08 14:00
5209,63,9,2023,The Swell Season,7/16/08 19:30
5210,12,9,2079,Steve Miller Band,9/10/08 15:00
5211,31,9,2023,Nine Inch Nails,7/16/08 14:00
5212,39,9,2137,Dave Stewart,11/7/08 14:00
5213,119,9,1909,Eagles,3/24/08 19:30
5214,128,9,1836,Jesse Lacey,1/10/08 14:00
5215,94,9,1978,Justin Timberlake,6/1/08 15:00
5216,73,9,2020,Paul Weller,7/13/08 19:00
5217,61,9,2148,Beck,11/18/08 19:00
5218,65,9,1862,Yaz,2/5/08 19:30
5219,26,9,1858,Steely Dan,2/1/08 14:00
5220,126,9,1917,Soulfest,4/1/08 14:00
5221,63,9,2069,Kenny Wayne Shepherd,8/31/08 19:00
5222,54,9,1903,Jimmy Buffett,3/18/08 15:00
5223,69,9,2081,Old 97s,9/12/08 14:00
5224,93,9,1932,Kansas,4/16/08 15:00
5225,21,9,2030,Journey,7/23/08 14:00
5226,20,9,1945,King Crimson,4/29/08 19:00
5227,124,9,2161,Brand New,12/1/08 19:30
5228,46,9,1869,Lionel Richie,2/12/08 19:00
5229,81,9,1976,Rancid,5/1/08 15:00
5230,62,9,1996,Teddy Geiger,6/19/08 19:00
5231,96,9,2098,Govt Mule,9/29/08 19:30
5232,71,9,1958,Lionel Richie,5/1/08 19:30
5233,82,9,2082,Jonny Lang,9/13/08 15:00
5234,90,9,1933,Rod Stewart,4/17/08 19:00
5235,77,9,2067,George Thorogood,8/29/08 14:00
5236,112,9,2083,Crue Fest,9/14/08 19:00
5237,34,9,1907,Foo Fighters,3/22/08 19:30
5238,25,9,2099,Idina Menzel,9/30/08 19:30
5239,17,9,1920,Conor Oberst,4/4/08 19:30
5240,111,9,2074,John Mellencamp,9/5/08 14:00
5241,20,9,2173,Rock the Bells,12/13/08 19:00
5242,75,9,2047,Chris Isaak,8/9/08 14:00
5243,53,9,1846,Daughtry,1/20/08 19:30
5244,114,9,2103,Pat Benatar,10/4/08 19:30
5245,39,9,2069,Celtic Thunder,8/31/08 19:30
5246,76,9,1839,Killing Joke,1/13/08 19:00
5247,51,9,2156,Tailgate 2008,11/26/08 15:00
5248,26,9,2131,Cafe Tacuba,11/1/08 14:00
5249,64,9,1921,Ray Lamontagne,4/5/08 19:30
5250,38,9,2137,Dave Matthews Band,11/7/08 14:00
5251,27,9,2177,Isaac Hayes,12/17/08 19:00
5252,14,9,2043,B.B. King,8/5/08 14:00
5253,37,9,1870,Jimmy Buffett,2/13/08 19:30
5254,18,9,1852,Blake Shelton,1/26/08 19:30
5255,59,9,2025,Trisha Yearwood,7/18/08 14:00
5256,43,9,2038,Greg Kihn Band,7/31/08 15:00
5257,105,9,2007,Sugarland,6/30/08 14:00
5258,73,9,2071,Children of Bodom,9/2/08 19:00
5259,20,9,1890,Zappa Plays Zappa,3/5/08 19:00
5260,44,9,1916,Mariah Carey,3/31/08 19:00
5261,33,9,1992,Gordon Lightfoot,6/15/08 14:00
5262,69,9,2035,John Fogerty,7/28/08 19:30
5263,77,9,1910,Blue Man Group How To Be A Megastar Tour,3/25/08 14:00
5264,114,9,1925,Tegan and Sara,4/9/08 15:00
5265,23,9,2151,Conor Oberst,11/21/08 14:00
5266,123,9,2162,Natasha Bedingfield,12/2/08 19:00
5267,47,9,1827,Fab Faux,1/1/08 19:00
5268,2,9,2100,Nine Inch Nails,10/1/08 19:00
5269,100,9,2035,Ben Harper,7/28/08 15:00
5270,114,9,1924,Umphreys McGee,4/8/08 19:00
5271,119,9,1908,Iron and Wine,3/23/08 14:00
5272,21,9,2023,Sheryl Crow,7/16/08 19:30
5273,96,9,1997,Little River Band,6/20/08 19:30
5274,129,9,2035,Keb Mo,7/28/08 15:00
5275,38,9,1924,Ben E. King,4/8/08 19:30
5276,99,9,2057,Tailgate 2008,8/19/08 14:00
5277,112,9,2185,Hippiefest,12/25/08 19:30
5278,127,9,2110,Wilco,10/11/08 19:00
5279,117,9,1838,Teddy Geiger,1/12/08 19:00
5280,6,9,2170,Boston,12/10/08 19:00
5281,100,9,2176,Voodoo Music Experience,12/16/08 14:00
5282,75,9,2035,El Monstero y Los Masked Avengers,7/28/08 15:00
5283,3,9,1980,Paul Weller,6/3/08 19:30
5284,8,9,2187,Linda Eder,12/27/08 15:00
5285,40,9,2034,Brian McKnight,7/27/08 14:00
5286,22,9,1896,Tony Bennett,3/11/08 15:00
5287,39,9,2182,Jesse McCartney,12/22/08 19:30
5288,60,9,2090,Teena Marie,9/21/08 19:00
5289,114,9,2165,Sara Bareilles,12/5/08 14:00
5290,56,9,1922,Coheed and Cambria,4/6/08 15:00
5291,77,9,2110,Tom Petty and the Heartbreakers,10/11/08 14:00
5292,61,9,2146,Paramore,11/16/08 15:00
5293,89,9,1955,Trace Adkins,5/1/08 14:00
5294,72,9,1963,Bruce Springsteen,5/1/08 19:30
5295,119,9,1924,Commodores,4/8/08 19:30
5296,72,9,2032,John Hiatt,7/25/08 19:00
5297,123,9,2186,Brian McKnight,12/26/08 14:00
5298,113,9,1943,David Byrne,4/27/08 19:30
5299,126,9,1836,Tesla,1/10/08 19:00
5300,45,9,1855,Bow Wow,1/29/08 19:00
5301,63,9,2187,Randy Travis,12/27/08 14:00
5302,10,9,1883,Cher,2/26/08 15:00
5303,98,9,1893,Donny Osmond,3/8/08 19:00
5304,64,9,1898,Gordon Lightfoot,3/13/08 15:00
5305,82,9,2090,Hermans Hermits,9/21/08 19:30
5306,110,9,2091,Ben E. King,9/22/08 14:00
5307,103,9,1982,Kenny Chesney,6/5/08 15:00
5308,117,9,1847,Tom Jones,1/21/08 19:00
5309,102,9,1878,Blue Man Group How To Be A Megastar Tour,2/21/08 14:00
5310,88,9,1906,Stone Temple Pilots,3/21/08 15:00
5311,5,9,2024,Dolly Parton,7/17/08 15:00
5312,1,9,1854,Clint Black,1/28/08 15:00
5313,41,9,2100,Chris Botti,10/1/08 14:00
5314,92,9,2190,Aimee Mann,12/30/08 19:00
5315,111,9,1873,Matisyahu,2/16/08 19:30
5316,114,9,2169,Regina Spektor,12/9/08 19:00
5317,65,9,1921,Stray Cats,4/5/08 19:30
5318,115,9,2063,Bloc Party,8/25/08 14:00
5319,70,9,1951,Zombies,5/1/08 15:00
5320,82,9,1971,Godsmack,5/1/08 19:30
5321,114,9,2146,Tesla,11/16/08 15:00
5322,3,9,1930,Green Day,4/14/08 14:00
5323,130,9,1833,English Beat,1/7/08 19:30
5324,60,9,2182,Etta James,12/22/08 15:00
5325,111,9,1843,Counting Crows,1/17/08 19:00
5326,44,9,1991,Joanna Newsom,6/14/08 19:30
5327,77,9,1946,Bow Wow,4/30/08 14:00
5328,60,9,1839,John Mellencamp,1/13/08 19:00
5329,82,9,2132,Fab Faux,11/2/08 15:00
5330,95,9,2161,Regina Spektor,12/1/08 14:00
5331,13,9,1853,Toad The Wet Sprocket,1/27/08 19:30
5332,113,9,1921,Tom Jones,4/5/08 19:00
5333,34,9,2037,Peter Frampton,7/30/08 19:30
5334,25,9,1997,Mark Knopfler,6/20/08 14:00
5335,121,9,1978,Boston,6/1/08 15:00
5336,69,9,2144,Insane Clown Posse,11/14/08 15:00
5337,2,9,2020,Matisyahu,7/13/08 19:00
5338,116,9,1836,Hall and Oates,1/10/08 19:00
5339,62,9,2113,Crosby Stills Nash,10/14/08 19:00
5340,109,9,2118,John Prine,10/19/08 19:00
5341,46,9,2161,Rock To Win At the DNC,12/1/08 19:00
5342,5,9,2064,Dickey Betts and Great Southern,8/26/08 19:30
5343,35,9,2190,Tina Turner,12/30/08 19:00
5344,33,9,1978,Bruce Hornsby,6/1/08 14:00
5345,47,9,1996,Lucinda Williams,6/19/08 14:00
5346,8,9,1878,Janet Jackson,2/21/08 14:00
5347,62,9,1837,Extreme,1/11/08 19:00
5348,81,9,2180,Vans Warped Tour,12/20/08 15:00
5349,8,9,1973,Duran Duran,5/1/08 15:00
5350,58,9,2041,King Crimson,8/3/08 19:00
5351,120,9,2011,Erykah Badu,7/4/08 19:00
5352,72,9,2102,Live,10/3/08 19:00
5353,69,9,1923,George Michael,4/7/08 14:00
5354,3,9,2026,Marc Anthony,7/19/08 19:00
5355,62,9,1873,Lindsey Buckingham,2/16/08 19:00
5356,1,9,2102,B.B. King,10/3/08 15:00
5357,104,9,1979,Oliver Dragojevic,6/2/08 19:30
5358,37,9,2089,Wyclef Jean,9/20/08 19:00
5359,84,9,1840,America,1/14/08 14:00
5360,21,9,2131,America,11/1/08 19:00
5361,66,9,2035,Hall and Oates,7/28/08 15:00
5362,115,9,1870,Arlo Guthrie,2/13/08 19:30
5363,55,9,2081,Black Eyed Peas,9/12/08 14:00
5364,118,9,1922,Beck,4/6/08 19:00
5365,40,9,1836,Govt Mule,1/10/08 19:30
5366,52,9,2043,Marc Anthony,8/5/08 19:30
5367,86,9,2155,Michael Buble,11/25/08 15:00
5368,69,9,1997,Spoon,6/20/08 19:30
5369,112,9,2034,Jason Aldean,7/27/08 15:00
5370,12,9,2050,Herbie Hancock,8/12/08 19:30
5371,105,9,1950,Steve Winwood,5/1/08 14:00
5372,49,9,1894,Matisyahu,3/9/08 19:00
5373,86,9,1938,3 Doors Down,4/22/08 14:00
5374,98,9,1959,Soulfest,5/1/08 19:30
5375,107,9,2189,Barenaked Ladies,12/29/08 14:00
5376,122,9,1932,Sara Bareilles,4/16/08 19:00
5377,104,9,2138,David Byrne,11/8/08 14:00
5378,52,9,2146,Daughtry,11/16/08 19:30
5379,93,9,1867,.38 Special,2/10/08 19:00
5380,93,9,2101,G. Love and Special Sauce,10/2/08 19:30
5381,114,9,2014,Soulfest,7/7/08 15:00
5382,109,9,2061,Radiohead,8/23/08 15:00
5383,23,9,1922,Insane Clown Posse,4/6/08 19:00
5384,61,9,2127,Zucchero,10/28/08 15:00
5385,63,9,2148,Jesse Lacey,11/18/08 19:00
5386,106,9,1967,Spoon,5/1/08 14:00
5387,59,9,2098,Stone Temple Pilots,9/29/08 19:00
5388,36,9,2054,Nick Cave,8/16/08 15:00
5389,68,9,2046,Shakira,8/8/08 14:00
5390,84,9,1847,The Roots,1/21/08 15:00
5391,123,9,1922,Zombies,4/6/08 15:00
5392,36,9,1879,Reba and Kelly Clarkson,2/22/08 15:00
5393,71,9,1932,Ted Nugent,4/16/08 19:00
5394,61,9,1838,Bad Company,1/12/08 19:30
5395,52,9,2087,Jethro Tull,9/18/08 15:00
5396,125,9,2122,REO Speedwagon,10/23/08 14:00
5397,125,9,2124,Daughtry,10/25/08 15:00
5398,126,9,2166,Motorhead,12/6/08 19:30
5399,27,9,2144,Lenny Kravitz,11/14/08 14:00
5400,1,9,2188,Engelbert Humperdinck,12/28/08 19:30
5401,116,9,2080,Queensryche,9/11/08 15:00
5402,4,9,1923,Boston,4/7/08 19:30
5403,107,9,2117,Gladys Knight,10/18/08 15:00
5404,117,9,2095,Broken Social Scene,9/26/08 19:30
5405,71,9,1958,Travis Tritt,5/1/08 19:00
5406,91,9,1938,Blues Brothers,4/22/08 15:00
5407,88,9,2139,Vanessa Hudgens,11/9/08 15:00
5408,101,9,1892,Blues Brothers,3/7/08 15:00
5409,43,9,1995,Sevendust,6/18/08 14:00
5410,91,9,2002,Hot Tuna,6/25/08 19:30
5411,34,9,2153,Ben Harper,11/23/08 19:00
5412,81,9,2122,My Bloody Valentine,10/23/08 19:30
5413,34,9,1837,UB40,1/11/08 15:00
5414,99,9,1865,Coldplay,2/8/08 14:00
5415,112,9,2077,Wyclef Jean,9/8/08 15:00
5416,106,9,1939,Dixie Chicks,4/23/08 19:00
5417,126,9,1829,Charlie Daniels Band,1/3/08 19:00
5418,50,9,2167,Suzanne Vega,12/7/08 15:00
5419,54,9,2158,Insane Clown Posse,11/28/08 14:00
5420,115,9,1860,The Swell Season,2/3/08 14:00
5421,39,9,2157,My Bloody Valentine,11/27/08 19:00
5422,120,9,2120,Built To Spill,10/21/08 14:00
5423,26,9,1951,Hall and Oates,5/1/08 14:00
5424,63,9,2189,Widespread Panic,12/29/08 15:00
5425,52,9,2120,Ray Davies,10/21/08 15:00
5426,75,9,2047,Little Big Town,8/9/08 14:00
5427,37,9,2072,Danny Nova,9/3/08 19:30
5428,72,9,1999,Celine Dion,6/22/08 19:00
5429,16,9,2069,Smashing Pumpkins,8/31/08 19:00
5430,130,9,1885,Alan Jackson,2/28/08 15:00
5431,126,9,1871,Mars Volta,2/14/08 14:00
5432,14,9,2178,Erykah Badu,12/18/08 19:30
5433,28,9,2073,Projekt Revolution,9/4/08 15:00
5434,32,9,1907,Rick Springfield,3/22/08 19:00
5435,97,9,2097,The Rowdy Frynds Tour,9/28/08 14:00
5436,117,9,2015,Trace Adkins,7/8/08 15:00
5437,106,9,1913,Bloc Party,3/28/08 15:00
5438,44,9,1930,Michael Bolton,4/14/08 19:00
5439,48,9,2143,Dixie Chicks,11/13/08 14:00
5440,30,9,2039,Johnny Mathis,8/1/08 14:00
5441,18,9,1960,Bootsy Collins,5/1/08 14:00
5442,69,9,2153,Rick Springfield,11/23/08 15:00
5443,21,9,1955,Patty Griffin,5/1/08 19:30
5444,51,9,1942,George Michael,4/26/08 15:00
5445,7,9,1999,Reba McEntire,6/22/08 15:00
5446,34,9,2087,Dwight Yoakam,9/18/08 15:00
5447,41,9,1885,Blake Shelton,2/28/08 15:00
5448,109,9,1853,Motorhead,1/27/08 19:30
5449,17,9,1897,Kenny Chesney,3/12/08 14:00
5450,70,9,2063,Girl Talk,8/25/08 14:00
5451,27,9,1942,Dave Stewart,4/26/08 14:00
5452,29,9,1907,Zappa Plays Zappa,3/22/08 19:30
5453,13,9,1888,El Monstero y Los Masked Avengers,3/3/08 14:00
5454,42,9,1995,Sugarland,6/18/08 15:00
5455,16,9,1937,Mark Knopfler,4/21/08 15:00
5456,51,9,1863,Radiohead,2/6/08 15:00
5457,46,9,1847,Guitars and Saxes,1/21/08 15:00
5458,55,9,2085,Dixie Chicks,9/16/08 19:00
5459,126,9,1880,Jimmy Buffett,2/23/08 19:00
5460,17,9,1980,Country Thunder USA,6/3/08 15:00
5461,85,9,1978,Sigur Ros,6/1/08 19:00
5462,43,9,1876,Nas,2/19/08 19:30
5463,70,9,1871,Peter Frampton,2/14/08 14:00
5464,64,9,2010,Stone Temple Pilots,7/3/08 14:00
5465,74,9,1869,Journey,2/12/08 14:00
5466,88,9,1971,Erykah Badu,5/1/08 19:30
5467,40,9,2061,Mark Knopfler,8/23/08 15:00
5468,33,9,1833,Judas Priest,1/7/08 19:30
5469,66,9,1910,Foghat,3/25/08 14:00
5470,55,9,1861,Red Hot Chili Peppers,2/4/08 15:00
5471,55,9,2052,Akon,8/14/08 19:00
5472,95,9,1898,Emmylou Harris,3/13/08 15:00
5473,21,9,2001,Linda Eder,6/24/08 19:00
5474,8,9,2174,Rush,12/14/08 15:00
5475,98,9,1828,Demi Lovato,1/2/08 19:30
5476,112,9,2127,Bobby Brown,10/28/08 19:00
5477,28,9,2153,Jesse McCartney,11/23/08 19:30
5478,95,9,2186,Yaz,12/26/08 14:00
5479,41,9,1852,Scorpions,1/26/08 15:00
5480,13,9,2162,Sammy Hagar,12/2/08 19:30
5481,100,9,2186,Smokey Robinson,12/26/08 14:00
5482,18,9,2106,War,10/7/08 14:00
5483,17,9,2083,Nine Inch Nails,9/14/08 15:00
5484,114,9,2072,Def Leppard,9/3/08 14:00
5485,1,9,1983,Built To Spill,6/6/08 19:00
5486,18,9,2157,Ice Cube,11/27/08 19:00
5487,27,9,1841,George Jones,1/15/08 14:00
5488,51,9,1993,Ben Folds,6/16/08 19:00
5489,91,9,2151,Emmylou Harris,11/21/08 15:00
5490,20,9,2150,Sara Bareilles,11/20/08 14:00
5491,81,9,2167,Joe Cocker,12/7/08 14:00
5492,27,9,1945,Decemberists,4/29/08 14:00
5493,97,9,2050,Irish Tenors,8/12/08 19:30
5494,115,9,1830,John Hiatt,1/4/08 14:00
5495,34,9,1878,Boston,2/21/08 19:30
5496,65,9,1943,Blue Man Group How To Be A Megastar Tour,4/27/08 15:00
5497,99,9,1888,Crue Fest,3/3/08 15:00
5498,76,9,2037,The Guess Who,7/30/08 19:00
